Latitude (decimal degrees):	59.246
Longitude (decimal degrees):	18.035
Elevation (m):	57
Radiation database:	PVGIS-SARAH3


Slope: 42 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20231112:0911,10.43,23.31,11.35,3.25,3.86,0.0
20231112:1011,11.07,24.21,12.99,3.31,4.62,0.0
20231112:1111,14.98,29.59,12.69,3.55,4.55,0.0
20231112:1211,9.77,22.41,10.48,3.88,4.41,0.0
20231112:1311,2.42,10.76,6.54,4.0,4.07,0.0
20231112:1411,0.0,0.0,0.0,4.07,3.79,0.0
20231112:1511,0.0,0.0,0.0,4.0,4.0,0.0
20231112:1611,0.0,0.0,0.0,3.93,3.31,0.0
20231112:1711,0.0,0.0,0.0,3.85,3.38,0.0
20231112:1811,0.0,0.0,0.0,3.87,4.07,0.0
20231112:1911,0.0,0.0,0.0,3.54,3.31,0.0
20231112:2011,0.0,0.0,0.0,3.34,3.38,0.0
20231112:2111,0.0,0.0,0.0,3.16,4.0,0.0
20231112:2211,0.0,0.0,0.0,3.06,4.14,0.0
20231112:2311,0.0,0.0,0.0,2.93,3.72,0.0
20231113:0011,0.0,0.0,0.0,2.79,3.66,0.0
20231113:0111,0.0,0.0,0.0,2.65,3.72,0.0
20231113:0211,0.0,0.0,0.0,2.49,3.93,0.0
20231113:0311,0.0,0.0,0.0,2.35,4.07,0.0
20231113:0411,0.0,0.0,0.0,2.23,4.0,0.0
20231113:0511,0.0,0.0,0.0,2.17,4.21,0.0
20231113:0611,0.0,0.0,0.0,2.08,4.07,0.0
20231113:0711,0.29,6.28,2.68,1.76,3.86,0.0
20231113:0811,17.16,32.27,7.64,1.8,4.07,0.0
20231113:0911,22.75,39.45,11.07,1.93,4.21,0.0
20231113:1011,30.74,49.31,12.71,2.09,4.14,0.0
20231113:1111,29.24,47.52,12.42,2.25,4.21,0.0
20231113:1211,13.08,26.9,10.22,2.21,4.07,0.0
20231113:1311,0.29,6.28,6.3,2.13,4.07,0.0
20231113:1411,0.0,0.0,0.0,1.95,4.0,0.0
20231113:1511,0.0,0.0,0.0,1.76,3.86,0.0
20231113:1611,0.0,0.0,0.0,1.62,3.72,0.0
20231113:1711,0.0,0.0,0.0,1.53,3.59,0.0
20231113:1811,0.0,0.0,0.0,1.54,3.24,0.0
20231113:1911,0.0,0.0,0.0,1.09,2.62,0.0
20231113:2011,0.0,0.0,0.0,1.06,2.21,0.0
20231113:2111,0.0,0.0,0.0,1.19,2.28,0.0
20231113:2211,0.0,0.0,0.0,1.26,2.34,0.0
20231113:2311,0.0,0.0,0.0,1.48,2.28,0.0
20231114:0011,0.0,0.0,0.0,1.69,2.28,0.0
20231114:0111,0.0,0.0,0.0,2.0,2.41,0.0
20231114:0211,0.0,0.0,0.0,2.24,2.28,0.0
20231114:0311,0.0,0.0,0.0,2.42,2.34,0.0
20231114:0411,0.0,0.0,0.0,2.54,2.76,0.0
20231114:0511,0.0,0.0,0.0,2.56,3.24,0.0
20231114:0611,0.0,0.0,0.0,2.46,3.79,0.0
20231114:0711,0.0,1.79,2.42,2.25,3.93,0.0
20231114:0811,102.39,129.1,7.37,2.25,4.07,0.0
20231114:0911,37.83,57.73,10.81,2.39,4.07,0.0
20231114:1011,19.16,34.96,12.45,2.54,4.21,0.0
20231114:1111,29.18,47.52,12.16,2.69,4.41,0.0
20231114:1211,128.14,157.09,9.97,2.78,4.34,0.0
20231114:1311,11.1,24.21,6.06,2.73,4.14,0.0
20231114:1411,0.0,0.0,0.0,2.54,3.93,0.0
20231114:1511,0.0,0.0,0.0,2.39,3.93,0.0
20231114:1611,0.0,0.0,0.0,2.24,4.07,0.0
20231114:1711,0.0,0.0,0.0,2.17,4.14,0.0
20231114:1811,0.0,0.0,0.0,2.04,4.0,0.0
20231114:1911,0.0,0.0,0.0,1.92,3.59,0.0
20231114:2011,0.0,0.0,0.0,1.99,3.45,0.0
20231114:2111,0.0,0.0,0.0,1.86,3.66,0.0
20231114:2211,0.0,0.0,0.0,1.81,3.66,0.0
20231114:2311,0.0,0.0,0.0,1.51,3.66,0.0
20231115:0011,0.0,0.0,0.0,1.52,3.59,0.0
20231115:0111,0.0,0.0,0.0,1.48,3.66,0.0
20231115:0211,0.0,0.0,0.0,1.51,3.45,0.0
20231115:0311,0.0,0.0,0.0,1.55,3.38,0.0
20231115:0411,0.0,0.0,0.0,1.56,3.38,0.0
20231115:0511,0.0,0.0,0.0,1.56,3.52,0.0
20231115:0611,0.0,0.0,0.0,1.53,3.66,0.0
20231115:0711,0.0,1.79,2.16,1.57,3.38,0.0
20231115:0811,13.12,26.9,7.11,1.63,3.38,0.0
20231115:0911,12.46,26.0,10.54,1.71,3.38,0.0
20231115:1011,11.8,25.1,12.19,1.84,3.66,0.0
20231115:1111,6.82,17.93,11.91,1.8,3.52,0.0
20231115:1211,5.09,15.24,9.73,1.75,3.38,0.0
20231115:1311,1.08,8.07,5.83,1.66,3.31,0.0
20231115:1411,0.0,0.0,0.0,1.52,3.17,0.0
20231115:1511,0.0,0.0,0.0,1.38,3.17,0.0
20231115:1611,0.0,0.0,0.0,1.25,3.17,0.0
20231115:1711,0.0,0.0,0.0,1.09,3.1,0.0
20231115:1811,0.0,0.0,0.0,0.95,2.97,0.0
20231115:1911,0.0,0.0,0.0,0.79,3.17,0.0
20231115:2011,0.0,0.0,0.0,0.59,3.24,0.0
20231115:2111,0.0,0.0,0.0,0.48,3.24,0.0
20231115:2211,0.0,0.0,0.0,0.39,3.24,0.0
20231115:2311,0.0,0.0,0.0,0.18,3.24,0.0
20231116:0011,0.0,0.0,0.0,0.07,3.17,0.0
20231116:0111,0.0,0.0,0.0,-0.12,3.1,0.0
20231116:0211,0.0,0.0,0.0,-0.31,3.1,0.0
20231116:0311,0.0,0.0,0.0,-0.29,3.03,0.0
20231116:0411,0.0,0.0,0.0,-0.28,3.03,0.0
20231116:0511,0.0,0.0,0.0,-0.19,3.1,0.0
20231116:0611,0.0,0.0,0.0,-0.01,3.17,0.0
20231116:0711,0.0,1.79,1.91,-0.14,3.24,0.0
20231116:0811,58.59,80.41,6.86,0.07,3.03,0.0
20231116:0911,28.04,45.72,10.28,0.25,3.17,0.0
20231116:1011,36.98,56.48,11.93,0.58,3.45,0.0
20231116:1111,13.18,26.9,11.66,0.75,3.38,0.0
20231116:1211,96.29,121.9,9.49,0.79,3.31,0.0
20231116:1311,0.68,7.17,5.61,0.67,3.17,0.0
20231116:1411,0.0,0.0,0.0,0.25,3.03,0.0
20231116:1511,0.0,0.0,0.0,0.07,3.1,0.0
20231116:1611,0.0,0.0,0.0,0.0,3.24,0.0
20231116:1711,0.0,0.0,0.0,-0.01,3.38,0.0
20231116:1811,0.0,0.0,0.0,0.02,3.45,0.0
20231116:1911,0.0,0.0,0.0,0.38,4.21,0.0
20231116:2011,0.0,0.0,0.0,0.5,4.21,0.0
20231116:2111,0.0,0.0,0.0,0.72,4.0,0.0
20231116:2211,0.0,0.0,0.0,1.01,3.72,0.0
20231116:2311,0.0,0.0,0.0,1.14,3.31,0.0
20231117:0011,0.0,0.0,0.0,1.22,3.1,0.0
20231117:0111,0.0,0.0,0.0,1.33,2.97,0.0
20231117:0211,0.0,0.0,0.0,1.37,2.97,0.0
20231117:0311,0.0,0.0,0.0,1.29,2.9,0.0
20231117:0411,0.0,0.0,0.0,1.27,2.9,0.0
20231117:0511,0.0,0.0,0.0,1.17,2.83,0.0
20231117:0611,0.0,0.0,0.0,1.23,2.69,0.0
20231117:0711,0.0,0.9,1.66,0.93,2.83,0.0
20231117:0811,15.16,29.59,6.6,1.11,2.83,0.0
20231117:0911,13.81,27.79,10.03,1.2,2.76,0.0
20231117:1011,16.49,31.38,11.68,1.52,2.62,0.0
20231117:1111,20.65,36.76,11.42,1.54,2.48,0.0
20231117:1211,12.47,26.0,9.26,1.52,2.14,0.0
20231117:1311,5.11,15.24,5.39,1.27,1.79,0.0
20231117:1411,0.0,0.0,0.0,1.13,1.72,0.0
20231117:1511,0.0,0.0,0.0,1.09,1.59,0.0
20231117:1611,0.0,0.0,0.0,1.04,1.52,0.0
20231117:1711,0.0,0.0,0.0,0.99,1.45,0.0
20231117:1811,0.0,0.0,0.0,0.87,1.45,0.0
20231117:1911,0.0,0.0,0.0,0.88,1.59,0.0
20231117:2011,0.0,0.0,0.0,0.73,1.59,0.0
20231117:2111,0.0,0.0,0.0,0.45,1.66,0.0
20231117:2211,0.0,0.0,0.0,0.2,1.79,0.0
20231117:2311,0.0,0.0,0.0,-0.02,2.0,0.0
20231118:0011,0.0,0.0,0.0,-0.23,2.07,0.0
20231118:0111,0.0,0.0,0.0,-0.23,1.93,0.0
20231118:0211,0.0,0.0,0.0,-0.21,1.66,0.0
20231118:0311,0.0,0.0,0.0,-0.18,1.52,0.0
20231118:0411,0.0,0.0,0.0,-0.3,1.59,0.0
20231118:0511,0.0,0.0,0.0,-0.56,1.79,0.0
20231118:0611,0.0,0.0,0.0,-0.73,1.93,0.0
20231118:0711,0.0,1.65,1.42,-1.04,1.93,0.0
20231118:0811,28.87,46.19,6.36,-1.26,2.07,0.0
20231118:0911,9.41,21.52,9.78,-1.33,2.14,0.0
20231118:1011,12.66,26.0,11.44,-1.3,2.07,0.0
20231118:1111,12.0,25.1,11.18,-1.31,2.07,0.0
20231118:1211,5.77,16.14,9.04,-1.38,2.07,0.0
20231118:1311,0.31,6.28,5.18,-1.61,2.14,0.0
20231118:1411,0.0,0.0,0.0,-2.04,2.14,0.0
20231118:1511,0.0,0.0,0.0,-2.43,2.21,0.0
20231118:1611,0.0,0.0,0.0,-2.77,2.0,0.0
20231118:1711,0.0,0.0,0.0,-2.99,1.66,0.0
20231118:1811,0.0,0.0,0.0,-3.11,1.38,0.0
20231118:1911,0.0,0.0,0.0,-3.42,1.24,0.0
20231118:2011,0.0,0.0,0.0,-3.41,1.17,0.0
20231118:2111,0.0,0.0,0.0,-3.37,1.31,0.0
20231118:2211,0.0,0.0,0.0,-3.32,1.66,0.0
20231118:2311,0.0,0.0,0.0,-3.29,1.66,0.0
20231119:0011,0.0,0.0,0.0,-3.24,1.1,0.0
20231119:0111,0.0,0.0,0.0,-3.16,0.48,0.0
20231119:0211,0.0,0.0,0.0,-3.08,0.76,0.0
20231119:0311,0.0,0.0,0.0,-2.89,0.69,0.0
20231119:0411,0.0,0.0,0.0,-3.04,0.55,0.0
20231119:0511,0.0,0.0,0.0,-2.82,0.97,0.0
20231119:0611,0.0,0.0,0.0,-2.72,1.31,0.0
20231119:0711,0.0,0.0,0.0,-3.13,1.31,0.0
20231119:0811,102.74,127.27,6.11,-2.77,1.52,0.0
20231119:0911,161.56,190.05,9.54,-1.97,1.66,0.0
20231119:1011,315.93,356.19,11.2,-1.11,2.0,0.0
20231119:1111,221.24,254.99,10.95,-0.19,2.07,0.0
20231119:1211,131.39,159.5,8.82,0.46,2.07,0.0
20231119:1311,15.14,29.36,4.97,0.56,1.86,0.0
20231119:1411,0.0,0.0,0.0,0.87,1.52,0.0
20231119:1511,0.0,0.0,0.0,1.17,1.38,0.0
20231119:1611,0.0,0.0,0.0,1.03,1.24,0.0
20231119:1711,0.0,0.0,0.0,0.61,1.31,0.0
20231119:1811,0.0,0.0,0.0,0.0,1.59,0.0
20231119:1911,0.0,0.0,0.0,0.42,2.14,0.0
20231119:2011,0.0,0.0,0.0,0.69,2.07,0.0
20231119:2111,0.0,0.0,0.0,0.86,2.48,0.0
20231119:2211,0.0,0.0,0.0,0.88,2.83,0.0
20231119:2311,0.0,0.0,0.0,1.1,2.69,0.0
20231120:0011,0.0,0.0,0.0,1.23,2.34,0.0
20231120:0111,0.0,0.0,0.0,1.23,2.0,0.0
20231120:0211,0.0,0.0,0.0,1.19,1.93,0.0
20231120:0311,0.0,0.0,0.0,1.06,2.21,0.0
20231120:0411,0.0,0.0,0.0,-0.86,2.55,0.0
20231120:0511,0.0,0.0,0.0,-0.96,2.97,0.0
20231120:0611,0.0,0.0,0.0,0.66,3.1,0.0
20231120:0711,0.0,0.0,0.0,1.05,2.76,0.0
20231120:0811,72.83,96.47,5.87,1.23,2.69,0.0
20231120:0911,97.53,123.61,9.3,1.49,2.69,0.0
20231120:1011,279.74,320.45,10.96,1.98,2.48,0.0
20231120:1111,238.98,276.46,10.72,2.19,2.41,0.0
20231120:1211,391.2,445.24,8.6,2.25,2.41,0.0
20231120:1311,182.97,216.33,4.77,1.88,2.55,0.0
20231120:1411,0.0,0.0,0.0,1.5,2.83,0.0
20231120:1511,0.0,0.0,0.0,1.23,3.03,0.0
20231120:1611,0.0,0.0,0.0,1.15,3.1,0.0
20231120:1711,0.0,0.0,0.0,1.04,3.17,0.0
20231120:1811,0.0,0.0,0.0,0.92,3.31,0.0
20231120:1911,0.0,0.0,0.0,0.89,3.45,0.0
20231120:2011,0.0,0.0,0.0,0.91,3.52,0.0
20231120:2111,0.0,0.0,0.0,0.81,3.52,0.0
20231120:2211,0.0,0.0,0.0,0.79,3.59,0.0
20231120:2311,0.0,0.0,0.0,0.71,3.59,0.0
20231121:0011,0.0,0.0,0.0,0.53,3.52,0.0
20231121:0111,0.0,0.0,0.0,0.44,3.38,0.0
20231121:0211,0.0,0.0,0.0,0.36,3.24,0.0
20231121:0311,0.0,0.0,0.0,0.17,3.1,0.0
20231121:0411,0.0,0.0,0.0,0.14,3.1,0.0
20231121:0511,0.0,0.0,0.0,0.02,3.03,0.0
20231121:0611,0.0,0.0,0.0,-0.16,3.17,0.0
20231121:0711,0.0,0.0,0.0,-0.17,3.17,0.0
20231121:0811,11.92,25.1,5.64,-0.07,3.24,0.0
20231121:0911,155.81,184.71,9.07,0.28,3.79,0.0
20231121:1011,17.95,33.17,10.74,0.73,3.93,0.0
20231121:1111,8.06,19.72,10.51,1.0,3.93,0.0
20231121:1211,2.97,11.65,8.4,1.12,3.59,0.0
20231121:1311,14.91,29.06,4.58,0.82,3.38,0.0
20231121:1411,0.0,0.0,0.0,0.26,3.31,0.0
20231121:1511,0.0,0.0,0.0,-0.21,3.17,0.0
20231121:1611,0.0,0.0,0.0,-0.48,3.17,0.0
20231121:1711,0.0,0.0,0.0,-0.75,3.03,0.0
20231121:1811,0.0,0.0,0.0,-0.85,2.97,0.0
20231121:1911,0.0,0.0,0.0,-0.93,2.69,0.0
20231121:2011,0.0,0.0,0.0,-1.07,2.48,0.0
20231121:2111,0.0,0.0,0.0,-1.24,2.21,0.0
20231121:2211,0.0,0.0,0.0,-1.41,2.0,0.0
20231121:2311,0.0,0.0,0.0,-1.69,1.79,0.0
20231122:0011,0.0,0.0,0.0,-1.96,1.59,0.0
20231122:0111,0.0,0.0,0.0,-2.05,1.45,0.0
20231122:0211,0.0,0.0,0.0,-2.35,1.52,0.0
20231122:0311,0.0,0.0,0.0,-2.58,1.45,0.0
20231122:0411,0.0,0.0,0.0,-2.79,1.79,0.0
20231122:0511,0.0,0.0,0.0,-2.73,2.0,0.0
20231122:0611,0.0,0.0,0.0,-2.45,2.76,0.0
20231122:0711,0.0,0.0,0.0,-2.24,3.79,0.0
20231122:0811,0.0,5.38,5.41,-1.61,4.76,0.0
20231122:0911,2.02,9.86,8.84,-0.91,5.59,0.0
20231122:1011,4.06,13.45,10.51,-0.41,6.69,0.0
20231122:1111,4.05,13.45,10.29,-0.05,6.48,0.0
20231122:1211,2.0,9.86,8.2,0.39,6.83,0.0
20231122:1311,0.0,4.48,4.39,0.9,7.59,0.0
20231122:1411,0.0,0.0,0.0,1.13,7.93,0.0
20231122:1511,0.0,0.0,0.0,1.18,8.34,0.0
20231122:1611,0.0,0.0,0.0,1.25,8.83,0.0
20231122:1711,0.0,0.0,0.0,1.38,9.03,0.0
20231122:1811,0.0,0.0,0.0,1.51,8.97,0.0
20231122:1911,0.0,0.0,0.0,1.46,8.41,0.0
20231122:2011,0.0,0.0,0.0,1.54,7.93,0.0
20231122:2111,0.0,0.0,0.0,2.18,7.52,0.0
20231122:2211,0.0,0.0,0.0,3.62,6.83,0.0
20231122:2311,0.0,0.0,0.0,4.15,5.59,0.0
20231123:0011,0.0,0.0,0.0,4.48,5.03,0.0
20231123:0111,0.0,0.0,0.0,4.52,4.62,0.0
20231123:0211,0.0,0.0,0.0,4.21,4.41,0.0
20231123:0311,0.0,0.0,0.0,3.86,4.28,0.0
20231123:0411,0.0,0.0,0.0,3.52,4.21,0.0
20231123:0511,0.0,0.0,0.0,3.21,4.28,0.0
20231123:0611,0.0,0.0,0.0,2.99,4.41,0.0
20231123:0711,0.0,0.0,0.0,2.43,4.34,0.0
20231123:0811,80.08,104.66,5.19,2.39,4.14,0.0
20231123:0911,328.44,372.76,8.62,2.77,4.07,0.0
20231123:1011,521.19,590.99,10.3,3.29,4.0,0.0
20231123:1111,105.21,132.81,10.09,3.61,4.0,0.0
20231123:1211,76.76,101.69,8.0,3.78,4.21,0.0
20231123:1311,0.0,3.59,4.22,3.46,4.41,0.0
20231123:1411,0.0,0.0,0.0,2.69,4.41,0.0
20231123:1511,0.0,0.0,0.0,1.97,4.28,0.0
20231123:1611,0.0,0.0,0.0,1.38,4.21,0.0
20231123:1711,0.0,0.0,0.0,0.93,4.34,0.0
20231123:1811,0.0,0.0,0.0,0.64,4.41,0.0
20231123:1911,0.0,0.0,0.0,0.71,4.69,0.0
20231123:2011,0.0,0.0,0.0,0.31,4.76,0.0
20231123:2111,0.0,0.0,0.0,0.01,5.03,0.0
20231123:2211,0.0,0.0,0.0,-0.14,5.38,0.0
20231123:2311,0.0,0.0,0.0,-0.17,5.66,0.0
20231124:0011,0.0,0.0,0.0,-0.11,5.66,0.0
20231124:0111,0.0,0.0,0.0,-0.13,5.38,0.0
20231124:0211,0.0,0.0,0.0,-0.3,5.24,0.0
20231124:0311,0.0,0.0,0.0,-0.47,5.24,0.0
20231124:0411,0.0,0.0,0.0,-0.51,5.31,0.0
20231124:0511,0.0,0.0,0.0,-0.64,5.24,0.0
20231124:0611,0.0,0.0,0.0,-0.87,5.17,0.0
20231124:0711,0.0,0.0,0.0,-1.06,4.97,0.0
20231124:0811,131.11,157.5,4.97,-1.07,4.9,0.0
20231124:0911,45.91,65.97,8.4,-0.93,4.62,0.0
20231124:1011,261.01,294.23,10.09,-0.73,4.9,0.0
20231124:1111,160.23,188.39,9.89,-0.48,5.24,0.0
20231124:1211,25.33,42.09,7.82,-0.47,5.72,0.0
20231124:1311,0.0,3.59,4.04,-0.43,6.07,0.0
20231124:1411,0.0,0.0,0.0,-0.64,5.59,0.0
20231124:1511,0.0,0.0,0.0,-0.53,6.34,0.0
20231124:1611,0.0,0.0,0.0,-0.31,6.55,0.0
20231124:1711,0.0,0.0,0.0,-0.17,6.69,0.0
20231124:1811,0.0,0.0,0.0,-0.35,6.41,0.0
20231124:1911,0.0,0.0,0.0,-0.31,6.0,0.0
20231124:2011,0.0,0.0,0.0,-0.58,5.72,0.0
20231124:2111,0.0,0.0,0.0,-0.73,5.24,0.0
20231124:2211,0.0,0.0,0.0,-0.9,5.24,0.0
20231124:2311,0.0,0.0,0.0,-1.07,5.38,0.0
20231125:0011,0.0,0.0,0.0,-1.24,5.66,0.0
20231125:0111,0.0,0.0,0.0,-1.39,5.86,0.0
20231125:0211,0.0,0.0,0.0,-1.51,5.79,0.0
20231125:0311,0.0,0.0,0.0,-1.7,6.0,0.0
20231125:0411,0.0,0.0,0.0,-1.95,6.07,0.0
20231125:0511,0.0,0.0,0.0,-2.15,5.93,0.0
20231125:0611,0.0,0.0,0.0,-2.45,5.79,0.0
20231125:0711,0.0,0.0,0.0,-2.77,5.45,0.0
20231125:0811,2.55,10.76,4.76,-3.2,5.72,0.0
20231125:0911,213.05,239.98,8.19,-3.78,6.28,0.0
20231125:1011,98.17,121.03,9.88,-4.28,6.55,0.0
20231125:1111,192.1,217.85,9.69,-4.33,6.48,0.0
20231125:1211,1.15,8.07,7.64,-4.35,6.48,0.0
20231125:1311,0.34,6.28,3.88,-4.58,6.41,0.0
20231125:1411,0.0,0.0,0.0,-4.74,6.34,0.0
20231125:1511,0.0,0.0,0.0,-4.65,6.14,0.0
20231125:1611,0.0,0.0,0.0,-4.81,5.66,0.0
20231125:1711,0.0,0.0,0.0,-4.88,5.45,0.0
20231125:1811,0.0,0.0,0.0,-5.21,5.24,0.0
20231125:1911,0.0,0.0,0.0,-5.25,4.97,0.0
20231125:2011,0.0,0.0,0.0,-5.27,4.97,0.0
20231125:2111,0.0,0.0,0.0,-5.03,5.1,0.0
20231125:2211,0.0,0.0,0.0,-4.88,4.97,0.0
20231125:2311,0.0,0.0,0.0,-4.69,5.24,0.0
20231126:0011,0.0,0.0,0.0,-4.45,5.38,0.0
20231126:0111,0.0,0.0,0.0,-4.33,5.24,0.0
20231126:0211,0.0,0.0,0.0,-4.26,5.1,0.0
20231126:0311,0.0,0.0,0.0,-4.29,4.97,0.0
20231126:0411,0.0,0.0,0.0,-4.19,4.83,0.0
20231126:0511,0.0,0.0,0.0,-4.14,4.76,0.0
20231126:0611,0.0,0.0,0.0,-4.2,4.55,0.0
20231126:0711,0.0,0.0,0.0,-3.51,4.14,0.0
20231126:0811,59.85,80.39,4.55,-3.53,3.93,0.0
20231126:0911,72.15,94.02,7.99,-3.04,3.79,0.0
20231126:1011,42.94,62.36,9.69,-2.55,3.79,0.0
20231126:1111,43.02,62.53,9.5,-2.26,3.66,0.0
20231126:1211,14.07,27.79,7.46,-2.2,3.52,0.0
20231126:1311,0.0,5.38,3.72,-2.38,3.45,0.0
20231126:1411,0.0,0.0,0.0,-2.58,3.45,0.0
20231126:1511,0.0,0.0,0.0,-2.92,3.52,0.0
20231126:1611,0.0,0.0,0.0,-3.2,3.59,0.0
20231126:1711,0.0,0.0,0.0,-3.42,3.59,0.0
20231126:1811,0.0,0.0,0.0,-3.54,3.59,0.0
20231126:1911,0.0,0.0,0.0,-3.9,3.59,0.0
20231126:2011,0.0,0.0,0.0,-3.87,3.59,0.0
20231126:2111,0.0,0.0,0.0,-3.74,3.45,0.0
20231126:2211,0.0,0.0,0.0,-3.47,3.24,0.0
20231126:2311,0.0,0.0,0.0,-3.43,2.97,0.0
20231127:0011,0.0,0.0,0.0,-3.18,2.97,0.0
20231127:0111,0.0,0.0,0.0,-2.99,3.24,0.0
20231127:0211,0.0,0.0,0.0,-2.84,3.66,0.0
20231127:0311,0.0,0.0,0.0,-2.97,4.07,0.0
20231127:0411,0.0,0.0,0.0,-3.19,4.28,0.0
20231127:0511,0.0,0.0,0.0,-3.66,4.28,0.0
20231127:0611,0.0,0.0,0.0,-3.92,4.34,0.0
20231127:0711,0.0,0.0,0.0,-4.17,4.62,0.0
20231127:0811,2.57,10.76,4.35,-4.33,4.62,0.0
20231127:0911,142.69,167.44,7.79,-4.21,4.41,0.0
20231127:1011,170.79,196.72,9.49,-4.04,4.41,0.0
20231127:1111,578.52,633.5,9.32,-3.88,4.69,0.0
20231127:1211,202.51,229.49,7.29,-3.99,4.69,0.0
20231127:1311,14.19,27.54,3.56,-4.39,4.48,0.0
20231127:1411,0.0,0.0,0.0,-5.03,4.34,0.0
20231127:1511,0.0,0.0,0.0,-5.59,4.41,0.0
20231127:1611,0.0,0.0,0.0,-5.98,4.41,0.0
20231127:1711,0.0,0.0,0.0,-6.24,4.48,0.0
20231127:1811,0.0,0.0,0.0,-6.54,4.55,0.0
20231127:1911,0.0,0.0,0.0,-6.7,4.41,0.0
20231127:2011,0.0,0.0,0.0,-6.92,4.62,0.0
20231127:2111,0.0,0.0,0.0,-7.16,4.69,0.0
20231127:2211,0.0,0.0,0.0,-6.96,4.69,0.0
20231127:2311,0.0,0.0,0.0,-6.79,4.62,0.0
20231128:0011,0.0,0.0,0.0,-6.51,4.62,0.0
20231128:0111,0.0,0.0,0.0,-6.09,4.55,0.0
20231128:0211,0.0,0.0,0.0,-5.51,5.17,0.0
20231128:0311,0.0,0.0,0.0,-4.96,5.38,0.0
20231128:0411,0.0,0.0,0.0,-4.45,5.66,0.0
20231128:0511,0.0,0.0,0.0,-4.29,5.59,0.0
20231128:0611,0.0,0.0,0.0,-4.19,5.31,0.0
20231128:0711,0.0,0.0,0.0,-3.66,5.38,0.0
20231128:0811,0.0,3.59,4.15,-3.79,5.38,0.0
20231128:0911,4.15,13.45,7.6,-3.87,4.76,0.0
20231128:1011,21.98,37.65,9.31,-3.89,4.41,0.0
20231128:1111,2.56,10.76,9.15,-4.04,4.28,0.0
20231128:1211,63.83,84.56,7.13,-4.18,4.14,0.0
20231128:1311,0.0,4.48,3.42,-4.29,4.14,0.0
20231128:1411,0.0,0.0,0.0,-4.51,3.59,0.0
20231128:1511,0.0,0.0,0.0,-4.54,3.45,0.0
20231128:1611,0.0,0.0,0.0,-4.29,3.38,0.0
20231128:1711,0.0,0.0,0.0,-3.87,3.31,0.0
20231128:1811,0.0,0.0,0.0,-3.53,3.38,0.0
20231128:1911,0.0,0.0,0.0,-4.64,2.83,0.0
20231128:2011,0.0,0.0,0.0,-4.29,2.69,0.0
20231128:2111,0.0,0.0,0.0,-4.01,2.55,0.0
20231128:2211,0.0,0.0,0.0,-3.72,2.48,0.0
20231128:2311,0.0,0.0,0.0,-3.43,1.93,0.0
20231129:0011,0.0,0.0,0.0,-3.23,0.83,0.0
20231129:0111,0.0,0.0,0.0,-3.09,1.03,0.0
20231129:0211,0.0,0.0,0.0,-2.88,1.45,0.0
20231129:0311,0.0,0.0,0.0,-2.67,1.45,0.0
20231129:0411,0.0,0.0,0.0,-2.56,1.59,0.0
20231129:0511,0.0,0.0,0.0,-2.64,1.79,0.0
20231129:0611,0.0,0.0,0.0,-3.22,1.59,0.0
20231129:0711,0.0,0.0,0.0,-4.69,2.0,0.0
20231129:0811,62.8,82.94,3.96,-6.01,1.59,0.0
20231129:0911,136.31,160.1,7.41,-6.49,1.45,0.0
20231129:1011,310.22,343.01,9.13,-6.31,1.31,0.0
20231129:1111,49.63,69.3,8.98,-5.06,0.83,0.0
20231129:1211,8.94,20.62,6.98,-4.64,0.28,0.0
20231129:1311,0.0,3.59,3.28,-5.17,0.97,0.0
20231129:1411,0.0,0.0,0.0,-5.23,1.93,0.0
20231129:1511,0.0,0.0,0.0,-5.25,2.34,0.0
20231129:1611,0.0,0.0,0.0,-5.16,2.41,0.0
20231129:1711,0.0,0.0,0.0,-5.07,2.28,0.0
20231129:1811,0.0,0.0,0.0,-4.89,2.14,0.0
20231129:1911,0.0,0.0,0.0,-3.54,2.28,0.0
20231129:2011,0.0,0.0,0.0,-3.24,2.21,0.0
20231129:2111,0.0,0.0,0.0,-2.88,2.28,0.0
20231129:2211,0.0,0.0,0.0,-2.69,2.34,0.0
20231129:2311,0.0,0.0,0.0,-2.42,2.34,0.0
20231130:0011,0.0,0.0,0.0,-2.19,2.48,0.0
20231130:0111,0.0,0.0,0.0,-2.16,2.69,0.0
20231130:0211,0.0,0.0,0.0,-2.09,2.76,0.0
20231130:0311,0.0,0.0,0.0,-2.16,2.9,0.0
20231130:0411,0.0,0.0,0.0,-2.15,3.31,0.0
20231130:0511,0.0,0.0,0.0,-2.02,3.66,0.0
20231130:0611,0.0,0.0,0.0,-1.9,4.0,0.0
20231130:0711,0.0,0.0,0.0,-1.89,4.48,0.0
20231130:0811,13.08,26.3,3.78,-1.72,4.69,0.0
20231130:0911,16.08,30.48,7.23,-1.54,4.9,0.0
20231130:1011,8.17,19.72,8.96,-1.34,5.03,0.0
20231130:1111,2.03,9.86,8.82,-1.37,5.17,0.0
20231130:1211,3.54,12.55,6.83,-1.39,5.31,0.0
20231130:1311,0.0,2.69,3.15,-1.49,5.45,0.0
20231130:1411,0.0,0.0,0.0,-1.61,5.52,0.0
20231130:1511,0.0,0.0,0.0,-1.55,5.59,0.0
